분류,일반/특별,제휴사,프로모션명,시작일,종료일,내용,혜택,카테고리,Thumbnail,Detail,URL
자체,일반,,🎉 연동몰 통합주문서비스,2026-02-12,2030-02-28,바로팜 이벤트,,,https://i.baropharm.com/event/3086de6b-424d-41ed-b768-1d133eb16f39.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 연동몰 통합주문서비스 이미지_202606_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 연동몰 통합주문서비스 이미지_2.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 연동몰 통합주문서비스 이미지_3.jpg,https://www.baropharm.com/events/15374
자체,일반,,바로팜🎉우리약국 홈페이지🖥️팜페이지 오픈,2025-08-05,2030-01-31,바로팜 이벤트,,,https://i.baropharm.com/event/ee8b4779-df01-4ce9-92df-38bdcb2e7bc5.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\바로팜🎉우리약국 홈페이지🖥️팜페이지 오픈 이미지_202606_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\바로팜🎉우리약국 홈페이지🖥️팜페이지 오픈 이미지_2.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\바로팜🎉우리약국 홈페이지🖥️팜페이지 오픈 이미지_3.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\바로팜🎉우리약국 홈페이지🖥️팜페이지 오픈 이미지_4.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\바로팜🎉우리약국 홈페이지🖥️팜페이지 오픈 이미지_5.jpg,https://www.baropharm.com/events/12858
자체,일반,,🎉바로팜🤖BAROi 주문,2026-06-05,2030-12-31,바로팜 이벤트,,,https://i.baropharm.com/uploads/event/202606/1780537220250.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉바로팜🤖BAROi 주문 이미지_202605_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉바로팜🤖BAROi 주문 이미지_2.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉바로팜🤖BAROi 주문 이미지_3.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉바로팜🤖BAROi 주문 이미지_4.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉바로팜🤖BAROi 주문 이미지_5.jpg,https://www.baropharm.com/events/16901
자체,일반,,🎉 예치금 나중결제 서비스 오픈,2025-02-10,2030-02-28,카드 프로모션,,,https://i.baropharm.com/event/9c883aa0-3f76-4e8b-867e-68591fbd77f6.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 예치금 나중결제 서비스 오픈 이미지_202605_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 예치금 나중결제 서비스 오픈 이미지_2.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 예치금 나중결제 서비스 오픈 이미지_202502_3.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 예치금 나중결제 서비스 오픈 이미지_202502_4.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 예치금 나중결제 서비스 오픈 이미지_5.jpg,https://www.baropharm.com/events/10469
자체,일반,,🎉 바로Q에 물어봐! Baro 지식왕👑,2024-04-10,2029-12-31,커뮤니티 이벤트,,,https://i.baropharm.com/event/143eef24-6a5f-4ae2-9d8b-b9e77307872d.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 바로Q에 물어봐! Baro 지식왕👑 이미지_202603_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 바로Q에 물어봐! Baro 지식왕👑 이미지_202404_2.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 바로Q에 물어봐! Baro 지식왕👑 이미지_202503_3.png,https://www.baropharm.com/events/5272
자체,일반,,💳 카드사 혜택 한 눈에 보기,2024-04-17,2030-04-17,카드혜택 정보,,,https://i.baropharm.com/event/83f60a6c-e6ab-4f53-a32a-c47211ee0c98.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\💳 카드사 혜택 한 눈에 보기 이미지_202606_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\💳 카드사 혜택 한 눈에 보기 이미지_2.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\💳 카드사 혜택 한 눈에 보기 이미지_202406_3.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\💳 카드사 혜택 한 눈에 보기 이미지_4.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\💳 카드사 혜택 한 눈에 보기 이미지_202406_5.png,https://www.baropharm.com/events/5447
자체,일반,,💳 BC바로카드 혜택 한 눈에 보기,2024-04-17,2030-04-30,카드혜택 정보,,,https://i.baropharm.com/event/307043a5-cad6-4d22-a72e-1a6bf7b10e85.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\💳 BC바로카드 혜택 한 눈에 보기 이미지_202605_1.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\💳 BC바로카드 혜택 한 눈에 보기 이미지_202502_2.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\💳 BC바로카드 혜택 한 눈에 보기 이미지_202407_3.png,https://www.baropharm.com/events/5444
자체,일반,,🎉바로팜📦Baro통합반품,2023-12-20,2030-01-01,바로팜 이벤트,,,https://i.baropharm.com/event/6ed2645f-d107-4fce-be5c-9c45916f850d.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉바로팜📦Baro통합반품 이미지_202605_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉바로팜📦Baro통합반품 이미지_202312_2.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉바로팜📦Baro통합반품 이미지_202401_3.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉바로팜📦Baro통합반품 이미지_202401_4.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉바로팜📦Baro통합반품 이미지_202401_5.png,https://www.baropharm.com/events/2883
자체,일반,,🎉 연동몰 통합주문 서비스,2024-07-08,2040-01-31,바로팜 이벤트,,,https://i.baropharm.com/event/5b253520-18eb-4bb6-afdd-d3b6dbc8b869.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 연동몰 통합주문 서비스 이미지_202606_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 연동몰 통합주문 서비스 이미지_202501_2.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 연동몰 통합주문 서비스 이미지_202407_3.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 연동몰 통합주문 서비스 이미지_202407_4.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 연동몰 통합주문 서비스 이미지_202407_5.png,https://www.baropharm.com/events/7319
자체,일반,,🎉 함께배송 🚛여러 제약사 제품을 한 번에,2025-03-27,2050-03-27,바로팜 이벤트,,,https://i.baropharm.com/event/d08a6da7-b98f-4850-9dc3-db1c4b81c7c5.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 함께배송 🚛여러 제약사 제품을 한 번에 이미지_202606_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 함께배송 🚛여러 제약사 제품을 한 번에 이미지_2.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 함께배송 🚛여러 제약사 제품을 한 번에 이미지_202503_3.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 함께배송 🚛여러 제약사 제품을 한 번에 이미지_202503_4.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 함께배송 🚛여러 제약사 제품을 한 번에 이미지_202503_5.png,https://www.baropharm.com/events/11407
자체,일반,,🎖️아워팜은 오늘 결제 0원!,2024-12-24,2050-03-31,브랜드관 이벤트,,,https://i.baropharm.com/event/0f64effa-b22f-42fa-8abc-ad7ccf781fc4.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎖️아워팜은 오늘 결제 0원! 이미지_202606_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎖️아워팜은 오늘 결제 0원! 이미지_2.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎖️아워팜은 오늘 결제 0원! 이미지_202412_3.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎖️아워팜은 오늘 결제 0원! 이미지_202412_4.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎖️아워팜은 오늘 결제 0원! 이미지_202412_5.png,https://www.baropharm.com/events/9850
자체,일반,,"🥇바로팜 단독상품 에스빌✨,이건뭐약?",2024-08-20,2050-09-03,브랜드관 이벤트,,,https://i.baropharm.com/event/7c20382f-624b-4118-944d-ad97b772b4aa.png?&w=752&q=95,"D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🥇바로팜 단독상품 에스빌✨,이건뭐약_ 이미지_202604_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🥇바로팜 단독상품 에스빌✨,이건뭐약_ 이미지_202408_2.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🥇바로팜 단독상품 에스빌✨,이건뭐약_ 이미지_202408_3.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🥇바로팜 단독상품 에스빌✨,이건뭐약_ 이미지_202408_4.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🥇바로팜 단독상품 에스빌✨,이건뭐약_ 이미지_202409_5.png",https://www.baropharm.com/events/8308
자체,일반,,"🥇경동제약 치렉스정✨,이건뭐약?",2024-08-29,2050-09-15,브랜드관 이벤트,,,https://i.baropharm.com/event/0336ffaf-1845-475d-a5e8-871cbeda098a.png?&w=752&q=95,"D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🥇경동제약 치렉스정✨,이건뭐약_ 이미지_202606_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🥇경동제약 치렉스정✨,이건뭐약_ 이미지_202408_2.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🥇경동제약 치렉스정✨,이건뭐약_ 이미지_202408_3.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🥇경동제약 치렉스정✨,이건뭐약_ 이미지_202408_4.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🥇경동제약 치렉스정✨,이건뭐약_ 이미지_202409_5.png",https://www.baropharm.com/events/8455
자체,일반,필렌즈,🎉바로팜📸6월도 찰칵! 필렌즈 챌린지,2026-06-01,2026-06-30,바로팜 이벤트,,,https://i.baropharm.com/uploads/event/202605/1780242908400.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉바로팜📸6월도 찰칵! 필렌즈 챌린지 이미지_202605_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉바로팜📸6월도 찰칵! 필렌즈 챌린지 이미지_2.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉바로팜📸6월도 찰칵! 필렌즈 챌린지 이미지_3.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉바로팜📸6월도 찰칵! 필렌즈 챌린지 이미지_4.jpg,https://www.baropharm.com/events/16834
자체,일반,팜올플러스,🎉팜올캐시&마일리지🪙출시 기념 이벤트,2026-05-29,2026-06-30,팜올플러스 이벤트,,,https://i.baropharm.com/uploads/event/202605/1780023995211.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉팜올캐시&마일리지🪙출시 기념 이벤트 이미지_202606_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉팜올캐시&마일리지🪙출시 기념 이벤트 이미지_2.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉팜올캐시&마일리지🪙출시 기념 이벤트 이미지_3.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉팜올캐시&마일리지🪙출시 기념 이벤트 이미지_4.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉팜올캐시&마일리지🪙출시 기념 이벤트 이미지_5.jpg,https://www.baropharm.com/events/16786
자체,일반,팜올플러스,"🎉 약국 개국을 위한 모든 것, 오픈플러스",2025-12-24,2026-12-31,팜올플러스 이벤트,,,https://i.baropharm.com/event/a3351f91-a71d-441f-8900-77660ddec8cd.png?&w=752&q=95,"D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 약국 개국을 위한 모든 것, 오픈플러스 이미지_202603_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 약국 개국을 위한 모든 것, 오픈플러스 이미지_2.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 약국 개국을 위한 모든 것, 오픈플러스 이미지_3.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 약국 개국을 위한 모든 것, 오픈플러스 이미지_4.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 약국 개국을 위한 모든 것, 오픈플러스 이미지_5.jpg",https://www.baropharm.com/events/14512
제휴,일반,닥터리쥬올,[닥터리쥬올] PDRN 선세럼 런칭 기념☀️더블 혜택 프로모션!,2026-06-05,2026-06-18,입점업체 이벤트,,,https://i.baropharm.com/uploads/event/202606/1780624291376.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[닥터리쥬올] PDRN 선세럼 런칭 기념☀️더블 혜택 프로모션! 이미지_202605_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[닥터리쥬올] PDRN 선세럼 런칭 기념☀️더블 혜택 프로모션! 이미지_2.jpg,https://www.baropharm.com/events/16934
제휴,일반,멀버리부쉬,[멀버리부쉬]정관장 할인쿠폰 증정 6%포인트 중복 이벤트,2026-05-18,2026-06-01,입점업체 이벤트,,,https://i.baropharm.com/uploads/event/202605/1778477509101.jpg?&w=752&q=95,,https://www.baropharm.com/events/16481
제휴,일반,현대약품,"🎖️현대약품🦟버물리, 전설이 되다🧑‍🍳 바로라이브🎞️",2026-05-27,2026-06-11,브랜드관 이벤트,,,https://i.baropharm.com/uploads/event/202606/1780648726060.png?&w=752&q=95,"D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎖️현대약품🦟버물리, 전설이 되다🧑‍🍳 바로라이브🎞️ 이미지_202605_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎖️현대약품🦟버물리, 전설이 되다🧑‍🍳 바로라이브🎞️ 이미지_2.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎖️현대약품🦟버물리, 전설이 되다🧑‍🍳 바로라이브🎞️ 이미지_3.jpg",https://www.baropharm.com/events/16752
,일반,,🎉 로얄블루 최대 2.7% 혜택,2026-06-02,2026-06-30,카드 프로모션,,,https://i.baropharm.com/uploads/event/202606/1780365880489.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 로얄블루 최대 2.7% 혜택 이미지_202603_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 로얄블루 최대 2.7% 혜택 이미지_2.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 로얄블루 최대 2.7% 혜택 이미지_3.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 로얄블루 최대 2.7% 혜택 이미지_4.jpg,https://www.baropharm.com/events/16868
제휴,일반,우리카드,🎉 카카오X우리카드 프로모션,2026-06-02,2026-06-30,카드 프로모션,,,https://i.baropharm.com/uploads/event/202606/1780365596465.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 카카오X우리카드 프로모션 이미지_202606_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 카카오X우리카드 프로모션 이미지_2.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 카카오X우리카드 프로모션 이미지_3.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 카카오X우리카드 프로모션 이미지_4.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 카카오X우리카드 프로모션 이미지_5.jpg,https://www.baropharm.com/events/16867
제휴,일반,이팜,[이팜] 여름맞이 하루온 런칭이벤트🎇,2026-06-01,2026-06-30,입점업체 이벤트,,,https://i.baropharm.com/uploads/event/202605/1780225111786.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[이팜] 여름맞이 하루온 런칭이벤트🎇 이미지_202606_1.gif|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[이팜] 여름맞이 하루온 런칭이벤트🎇 이미지_2.jpg,https://www.baropharm.com/events/16830
제휴,일반,이팜,[이팜] 여름맞이 6월 월간이벤트🌞,2026-06-01,2026-06-30,입점업체 이벤트,,,https://i.baropharm.com/uploads/event/202605/1780222919135.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[이팜] 여름맞이 6월 월간이벤트🌞 이미지_202605_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[이팜] 여름맞이 6월 월간이벤트🌞 이미지_2.jpg,https://www.baropharm.com/events/16829
제휴,일반,에스에스메디,[에스에스메디] 여름맞이 6월 월간이벤트🌞,2026-06-01,2026-06-30,입점업체 이벤트,,,https://i.baropharm.com/uploads/event/202605/1780222720267.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[에스에스메디] 여름맞이 6월 월간이벤트🌞 이미지_202606_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[에스에스메디] 여름맞이 6월 월간이벤트🌞 이미지_2.jpg,https://www.baropharm.com/events/16828
제휴,일반,유케이인터팜,[유케이인터팜] 6월 어린이날 선물특집🌞,2026-06-01,2026-06-30,입점업체 이벤트,,,https://i.baropharm.com/uploads/event/202606/1780294974604.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[유케이인터팜] 6월 어린이날 선물특집🌞 이미지_202603_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[유케이인터팜] 6월 어린이날 선물특집🌞 이미지_2.jpg,https://www.baropharm.com/events/16827
제휴,일반,메디팩토리,[메디팩토리] 여름맞이 6월 월간이벤트🌞,2026-06-01,2026-06-30,입점업체 이벤트,,,https://i.baropharm.com/uploads/event/202605/1780222412829.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[메디팩토리] 여름맞이 6월 월간이벤트🌞 이미지_202606_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[메디팩토리] 여름맞이 6월 월간이벤트🌞 이미지_2.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[메디팩토리] 여름맞이 6월 월간이벤트🌞 이미지_3.jpg,https://www.baropharm.com/events/16826
제휴,일반,건강두배로,[건강두배로] 여름맞이 행복두배로 이벤트🌞,2026-06-01,2026-06-30,입점업체 이벤트,,,https://i.baropharm.com/uploads/event/202605/1780222268302.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[건강두배로] 여름맞이 행복두배로 이벤트🌞 이미지_202606_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[건강두배로] 여름맞이 행복두배로 이벤트🌞 이미지_2.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[건강두배로] 여름맞이 행복두배로 이벤트🌞 이미지_3.jpg,https://www.baropharm.com/events/16825
제휴,일반,소연,[소연] 여름맞이 6월 월간이벤트🌞,2026-06-01,2026-06-30,입점업체 이벤트,,,https://i.baropharm.com/uploads/event/202605/1780222196939.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[소연] 여름맞이 6월 월간이벤트🌞 이미지_202604_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[소연] 여름맞이 6월 월간이벤트🌞 이미지_2.jpg,https://www.baropharm.com/events/16824
